"","X","source_file","xylem_id","Area","Perim.","Feret","FeretX","FeretY","FeretAngle","MinFeret","plant","age_class","nin_type","treatment","plant_direction","subset","subset_id","subset_area","subset_damage","whole_plant_damage","cardinal_direction_damage","warped","folds","late_season_missing","circ","duplicate_subset","suspicious_age"
"106",129,"BUI-BH1-W-SUBSET-2.csv",1,276.349,74.082,23.51,1116,747,167.005,17.975,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",2,"BUI-BH1-W-2",79317.666,2,2,2,0,0,0,0.632444091663532,0,0
"107",130,"BUI-BH1-W-SUBSET-2.csv",2,692.426,103.861,37.844,1204,839,12.095,25.032,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",2,"BUI-BH1-W-2",79317.666,2,2,2,0,0,0,0.806228240917675,0,0
"108",131,"BUI-BH1-W-SUBSET-2.csv",3,583.749,93.075,29.969,1109,858,65.695,27.124,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",2,"BUI-BH1-W-2",79317.666,2,2,2,0,0,0,0.846349416686525,0,0
"109",132,"BUI-BH1-W-SUBSET-2.csv",4,191.737,51.566,18.979,1127,873,21.801,14.097,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",2,"BUI-BH1-W-2",79317.666,2,2,2,0,0,0,0.905667282017218,0,0
"110",133,"BUI-BH1-W-SUBSET-2.csv",5,684.663,116.749,35.994,1139,934,158.459,28.035,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",2,"BUI-BH1-W-2",79317.666,2,2,2,0,0,0,0.630899465403154,0,0
"111",134,"BUI-BH1-W-SUBSET-2.csv",6,406.761,87.965,34.642,1263,954,172.694,15.859,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",2,"BUI-BH1-W-2",79317.666,2,2,2,0,0,0,0.660251097359522,0,0
"112",136,"BUI-BH1-W-SUBSET-2.csv",8,786.353,111.123,40.872,1226,1004,172.569,26.468,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",2,"BUI-BH1-W-2",79317.666,2,2,2,0,0,0,0.799832914678972,0,0
"113",139,"BUI-BH1-W-SUBSET-2.csv",11,117.992,44.819,18.523,1260,1083,25.346,8.637,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",2,"BUI-BH1-W-2",79317.666,2,2,2,0,0,0,0.737764709734279,0,0
"114",140,"BUI-BH1-W-SUBSET-2.csv",12,329.135,79.155,31.913,1264,1089,6.34,14.753,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",2,"BUI-BH1-W-2",79317.666,2,2,2,0,0,0,0.659791931436942,0,0
"115",141,"BUI-BH1-W-SUBSET-2.csv",13,577.539,92.861,32.694,1280,1104,165.964,24.018,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",2,"BUI-BH1-W-2",79317.666,2,2,2,0,0,0,0.841209645179201,0,0
"116",142,"BUI-BH1-W-SUBSET-2.csv",14,125.754,50.622,22.026,1350,1096,106.26,8.401,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",2,"BUI-BH1-W-2",79317.666,2,2,2,0,0,0,0.616357732048706,0,0
"117",143,"BUI-BH1-W-SUBSET-3.csv",1,583.749,94.837,33.895,1064,248,8.973,22.865,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",3,"BUI-BH1-W-3",67845.291,2,2,2,0,0,0,0.815192497818055,0,0
"118",144,"BUI-BH1-W-SUBSET-3.csv",2,712.608,99.607,34.406,1104,295,13.325,28.165,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",3,"BUI-BH1-W-3",67845.291,2,2,2,0,0,0,0.902112317783239,0,0
"119",145,"BUI-BH1-W-SUBSET-3.csv",3,271.692,62.477,21.796,960,328,14.036,18.502,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",3,"BUI-BH1-W-3",67845.291,2,2,2,0,0,0,0.874230904673994,0,0
"120",146,"BUI-BH1-W-SUBSET-3.csv",4,426.944,82.679,29.181,1111,349,151.113,19.383,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",3,"BUI-BH1-W-3",67845.291,2,2,2,0,0,0,0.784458771766007,0,0
"121",147,"BUI-BH1-W-SUBSET-3.csv",5,530.963,89.337,33.212,1133,424,158.199,22.564,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",3,"BUI-BH1-W-3",67845.291,2,2,2,0,0,0,0.835586027005999,0,0
"122",148,"BUI-BH1-W-SUBSET-3.csv",6,215.801,65.788,26.092,1166,512,11.689,12.335,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",3,"BUI-BH1-W-3",67845.291,2,2,2,0,0,0,0.62625286359646,0,0
"123",150,"BUI-BH1-W-SUBSET-3.csv",8,305.071,71.074,23.674,1024,547,135,19.305,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",3,"BUI-BH1-W-3",67845.291,2,2,2,0,0,0,0.75852351541861,0,0
"124",151,"BUI-BH1-W-SUBSET-3.csv",9,158.357,48.557,17.621,1189,558,36.87,13.65,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",3,"BUI-BH1-W-3",67845.291,2,2,2,0,0,0,0.843574049657713,0,0
"125",152,"BUI-BH1-W-SUBSET-3.csv",10,232.879,59.86,21.455,1071,569,19.179,15.859,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",3,"BUI-BH1-W-3",67845.291,2,2,2,0,0,0,0.816293882741655,0,0
"126",153,"BUI-BH2-E-SUBSET-1.csv",1,271.692,67.638,24.48,856,286,30.256,16.155,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.745907502478212,0,0
"127",154,"BUI-BH2-E-SUBSET-1.csv",2,187.855,61.836,22.289,1079,309,161.565,13.34,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.617063163360891,0,0
"128",155,"BUI-BH2-E-SUBSET-1.csv",3,612.471,98.788,31.374,984,375,51.843,28.035,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.788255089101459,0,0
"129",156,"BUI-BH2-E-SUBSET-1.csv",4,192.513,54.485,21.016,790,359,33.024,12.973,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.814508818669823,0,0
"130",157,"BUI-BH2-E-SUBSET-1.csv",5,118.768,41.811,16.389,596,371,36.254,10.587,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.853312235764526,0,0
"131",158,"BUI-BH2-E-SUBSET-1.csv",6,113.334,38.501,13.449,634,422,148.392,11.837,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.960297585512308,0,0
"132",159,"BUI-BH2-E-SUBSET-1.csv",7,125.754,43.271,15.387,785,448,13.241,11.298,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.843563118358337,0,0
"133",160,"BUI-BH2-E-SUBSET-1.csv",8,104.795,38.501,14.234,762,468,21.801,11.112,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.887945236855333,0,0
"134",161,"BUI-BH2-E-SUBSET-1.csv",9,529.411,87.877,30.887,1059,474,3.27,22.907,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.861057503343675,0,0
"135",162,"BUI-BH2-E-SUBSET-1.csv",10,187.079,51.477,19.243,686,483,15.945,13.392,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.886723506045466,0,0
"136",163,"BUI-BH2-E-SUBSET-1.csv",11,331.464,68.066,23.967,1282,480,162.897,19.18,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.898598206791102,0,0
"137",164,"BUI-BH2-E-SUBSET-1.csv",12,101.69,39.017,15.412,865,494,30.964,10.245,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.838996481390988,0,0
"138",165,"BUI-BH2-E-SUBSET-1.csv",13,537.173,88.304,32.156,1004,497,170.538,22.907,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.865252895899556,0,0
"139",166,"BUI-BH2-E-SUBSET-1.csv",14,142.832,51.352,21.599,845,511,11.768,8.836,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.680299938153404,0,0
"140",167,"BUI-BH2-E-SUBSET-1.csv",15,195.618,56.336,22.289,845,525,18.435,12.137,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.774152353296136,0,0
"141",169,"BUI-BH2-E-SUBSET-1.csv",17,424.615,92.861,34.316,1038,542,29.197,17.758,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.618469460049912,0,0
"142",170,"BUI-BH2-E-SUBSET-1.csv",18,246.851,71.074,28.807,948,546,23.429,11.603,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.613766265245137,0,0
"143",171,"BUI-BH2-E-SUBSET-1.csv",19,473.52,88.179,34.043,1049,560,10.437,18.502,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.764887612717581,0,0
"144",172,"BUI-BH2-E-SUBSET-1.csv",20,187.855,51.993,18.732,834,597,48.814,13.706,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.872815890236728,0,0
"145",173,"BUI-BH2-E-SUBSET-1.csv",21,226.668,59.344,22.463,942,598,168.69,14.097,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.808399842229387,0,0
"146",174,"BUI-BH2-E-SUBSET-1.csv",22,137.398,44.303,17.016,880,642,21.251,11.423,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",1,"BUI-BH2-E-1",174604.592,2,4,2,0,0,0,0.879232593319509,0,0
"147",176,"BUI-BH2-E-SUBSET-2.csv",2,109.453,38.803,13.931,1564,790,55.305,11.454,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.91303347698298,0,0
"148",177,"BUI-BH2-E-SUBSET-2.csv",3,689.321,100.123,32.895,1630,794,97.696,27.993,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.86366126266073,0,0
"149",178,"BUI-BH2-E-SUBSET-2.csv",4,380.368,82.288,32.789,1532,803,173.83,15.874,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.705538306741031,0,0
"150",179,"BUI-BH2-E-SUBSET-2.csv",5,830.6,109.752,38.171,1424,825,18.853,28.194,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.866077348173149,0,0
"151",181,"BUI-BH2-E-SUBSET-2.csv",7,438.588,92.042,34.361,1425,867,22.62,22.026,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.650240911060298,0,0
"152",182,"BUI-BH2-E-SUBSET-2.csv",8,551.922,92.558,34.009,1235,871,16.557,22.846,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.809169345318224,0,0
"153",183,"BUI-BH2-E-SUBSET-2.csv",9,219.682,59.042,21.671,1212,867,26.565,15.455,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.791520180908308,0,0
"154",184,"BUI-BH2-E-SUBSET-2.csv",10,263.153,62.263,22.652,1484,862,166.504,17.444,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.852585378036798,0,0
"155",185,"BUI-BH2-E-SUBSET-2.csv",11,792.563,108.115,39.402,1711,884,26.565,29.011,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.851631129964847,0,0
"156",186,"BUI-BH2-E-SUBSET-2.csv",12,284.112,69.098,26.092,1169,876,11.689,15.724,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.747391685967072,0,0
"157",188,"BUI-BH2-E-SUBSET-2.csv",14,234.431,59.771,20.568,1071,905,170.134,15.643,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.824182968610657,0,0
"158",189,"BUI-BH2-E-SUBSET-2.csv",15,150.595,47.098,16.925,1745,924,38.66,14.097,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.852698033681219,0,0
"159",190,"BUI-BH2-E-SUBSET-2.csv",16,109.453,43.787,18.835,1388,944,10.784,8.811,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.717012829713366,0,0
"160",191,"BUI-BH2-E-SUBSET-2.csv",17,116.439,49.287,18.835,1539,955,169.216,9.47,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.602037214535877,0,0
"161",192,"BUI-BH2-E-SUBSET-2.csv",18,441.693,94.409,37.266,1353,972,6.789,17.179,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.622419744455865,0,0
"162",193,"BUI-BH2-E-SUBSET-2.csv",19,374.935,75.114,27.666,1601,973,9.162,17.621,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.834648934422014,0,0
"163",194,"BUI-BH2-E-SUBSET-2.csv",20,160.686,52.082,20.111,1373,992,28.811,11.454,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.744033299239712,0,0
"164",195,"BUI-BH2-E-SUBSET-2.csv",21,110.229,42.755,16.246,1354,984,167.471,9.692,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.757376255376448,0,0
"165",197,"BUI-BH2-E-SUBSET-2.csv",23,331.464,69.828,24.575,1870,1028,14.534,18.389,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.853820936471766,0,0
"166",199,"BUI-BH2-E-SUBSET-2.csv",25,306.623,71.288,25.199,1898,1057,36.469,17.062,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.757812049683298,0,0
"167",200,"BUI-BH2-E-SUBSET-2.csv",26,128.083,49.803,18.163,1271,1051,14.036,10.573,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.648589811263966,0,0
"168",201,"BUI-BH2-E-SUBSET-2.csv",27,542.607,94.107,36.805,1466,1059,11.041,21.966,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.769539955160598,0,0
"169",203,"BUI-BH2-E-SUBSET-2.csv",29,393.565,76.272,25.687,1534,1082,84.094,21.201,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.849719998390269,0,0
"170",204,"BUI-BH2-E-SUBSET-2.csv",30,895.03,130.116,44.482,1586,1107,7.97,28.713,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.66399655202682,0,0
"171",205,"BUI-BH2-E-SUBSET-2.csv",31,414.524,85.385,29.617,1323,1098,157.249,20.264,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.714128152357484,0,0
"172",207,"BUI-BH2-E-SUBSET-2.csv",33,271.692,68.154,25.611,1244,1130,26.565,14.684,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.734655594751609,0,0
"173",208,"BUI-BH2-E-SUBSET-2.csv",34,226.668,58.525,21.599,1178,1121,168.232,15.859,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.831183679814959,0,0
"174",209,"BUI-BH2-E-SUBSET-2.csv",35,830.6,111.035,35.994,1475,1150,21.541,31.718,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.846178082925697,0,0
"175",210,"BUI-BH2-E-SUBSET-2.csv",36,586.078,107.813,36.166,1429,1172,34.077,25.029,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",2,"BUI-BH2-E-2",246518.271,3,4,2,0,0,0,0.633290242967028,0,0
"176",211,"BUI-BH2-E-SUBSET-3.csv",1,666.033,100.123,35.077,1838,1391,64.722,27.781,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.834483356453255,0,0
"177",212,"BUI-BH2-E-SUBSET-3.csv",2,602.379,96.171,33.166,1808,1409,163.009,24.584,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.818033706296795,0,0
"178",213,"BUI-BH2-E-SUBSET-3.csv",3,829.048,112.281,40.124,1946,1439,8.842,29.16,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.82595573215122,0,0
"179",215,"BUI-BH2-E-SUBSET-3.csv",5,502.241,90.796,30.938,1830,1468,160.017,23.058,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.765188386709558,0,0
"180",218,"BUI-BH2-E-SUBSET-3.csv",8,491.374,86.845,31.84,1617,1474,165.579,22.767,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.818299288170374,0,0
"181",219,"BUI-BH2-E-SUBSET-3.csv",9,137.398,50.533,16.947,1464,1497,27.897,14.097,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.675802644382783,0,0
"182",220,"BUI-BH2-E-SUBSET-3.csv",10,562.014,104.289,37.046,1769,1495,177.274,22.907,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.649022521374365,0,0
"183",222,"BUI-BH2-E-SUBSET-3.csv",12,267.81,70.433,27.82,1678,1509,169.046,13.463,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.678053644987956,0,0
"184",223,"BUI-BH2-E-SUBSET-3.csv",13,447.903,86.631,30.988,1950,1537,14.826,21.732,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.749595473817228,0,0
"185",224,"BUI-BH2-E-SUBSET-3.csv",14,630.325,103.22,40.182,1552,1536,15.255,22.026,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.743064412903162,0,0
"186",225,"BUI-BH2-E-SUBSET-3.csv",15,655.165,101.885,38.777,1626,1546,21.318,23.841,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.79272002384054,0,0
"187",226,"BUI-BH2-E-SUBSET-3.csv",16,935.396,129.083,40.815,1705,1575,13.736,33.722,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.705094045953192,0,0
"188",227,"BUI-BH2-E-SUBSET-3.csv",17,493.703,92.647,34.553,1908,1570,19.359,19.988,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.722424861943096,0,0
"189",229,"BUI-BH2-E-SUBSET-3.csv",19,104.019,43.573,18.69,1459,1575,8.13,7.737,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.688125084196957,0,0
"190",230,"BUI-BH2-E-SUBSET-3.csv",20,521.648,91.615,33.119,1571,1605,28.61,21.732,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.780609826824274,0,0
"191",231,"BUI-BH2-E-SUBSET-3.csv",21,121.873,46.065,17.709,1448,1592,174.289,9.676,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.721364872540464,0,0
"192",232,"BUI-BH2-E-SUBSET-3.csv",22,683.887,104.591,38.415,1609,1615,36.607,25.611,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.785209159559286,0,0
"193",233,"BUI-BH2-E-SUBSET-3.csv",23,196.394,60.074,23.327,1418,1639,169.114,11.454,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.683509813875845,0,0
"194",234,"BUI-BH2-E-SUBSET-3.csv",24,264.705,68.154,28.441,1746,1637,163.811,12.441,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.715762735776999,0,0
"195",235,"BUI-BH2-E-SUBSET-3.csv",25,217.353,65.788,23.723,1669,1650,158.199,14.767,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.630756755813372,0,0
"196",236,"BUI-BH2-E-SUBSET-3.csv",26,1400.376,148.076,49.879,1707,1679,17.475,38.364,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.802167292333518,0,0
"197",237,"BUI-BH2-E-SUBSET-3.csv",27,222.011,61.534,24.048,1809,1654,151.557,12.922,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.736434011935849,0,0
"198",238,"BUI-BH2-E-SUBSET-3.csv",28,471.191,90.671,32.694,1470,1668,14.036,19.621,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.71986293857647,0,0
"199",240,"BUI-BH2-E-SUBSET-3.csv",30,471.967,88.393,32.647,1789,1674,176.906,20.178,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.758692036415148,0,0
"200",241,"BUI-BH2-E-SUBSET-3.csv",31,520.872,102.917,36.391,1390,1674,173.047,20.264,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.617655645319439,0,0
"201",242,"BUI-BH2-E-SUBSET-3.csv",32,449.456,87.272,31.448,1642,1690,11.31,20.695,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.741185584986056,0,0
"202",243,"BUI-BH2-E-SUBSET-3.csv",33,505.347,101.797,38.252,1497,1697,14.676,21.277,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.612504625224596,0,0
"203",245,"BUI-BH2-E-SUBSET-3.csv",35,267.81,71.376,29.617,1534,1728,22.751,14.103,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.660255484014715,0,0
"204",246,"BUI-BH2-E-SUBSET-3.csv",36,114.887,48.255,17.97,1574,1772,11.31,10.429,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-E",3,"BUI-BH2-E-3",257198.083,3,4,2,0,0,0,0.619691998440099,0,0
"205",247,"BUI-BH2-N-SUBSET-2.csv",1,374.158,86.328,29.327,1467,764,122.735,17.478,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-N",2,"BUI-BH2-N-2",56881.368,3,4,4,1,0,0,0.630581631447542,0,0
"206",248,"BUI-BH2-N-SUBSET-2.csv",2,465.757,96.171,33.769,1483,864,74.876,19.383,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-N",2,"BUI-BH2-N-2",56881.368,3,4,4,1,0,0,0.632500344374017,0,0
"207",249,"BUI-BH2-N-SUBSET-2.csv",3,204.157,54.271,20.55,1406,1166,30.964,14.329,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-N",2,"BUI-BH2-N-2",56881.368,3,4,4,1,0,0,0.87059920602258,0,0
"208",251,"BUI-BH2-N-SUBSET-3.csv",2,202.604,55.304,18.397,2052,960,163.301,15.733,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-N",3,"BUI-BH2-N-3",120696.307,3,4,4,1,0,0,0.832002376920369,0,0
"209",252,"BUI-BH2-N-SUBSET-3.csv",3,130.412,46.191,18.523,1989,996,25.346,9.345,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-N",3,"BUI-BH2-N-3",120696.307,3,4,4,1,0,0,0.767701635321724,0,0
"210",253,"BUI-BH2-N-SUBSET-3.csv",4,397.446,88.304,30.584,1803,1224,41.496,20.883,"BUI-BH2","BUI","BH","BUI-BH","BUI-BH2-N",3,"BUI-BH2-N-3",120696.307,3,4,4,1,0,0,0.640187244079086,0,0
